Survey Type,Organization,Date,Survey Year,Country,State,County,Survey ID,MDMAP ID #,Transect ID,Shoreline Name,Latitude Start,Longitude Start,Latitude End,Longitude End,Slope,Width,Length,Start Time,End Time,Time of Low Tide,Database Season,Season,Storm Activity,Current Weather,Number of Persons Assisting,Large Items?,Debris Behind Back Barrier?,Datasheet Version,Notes,Photos?,Plastic,Hard Plastic Fragments,Foamed Plastic Fragments,Filmed Plastic Fragments,Food Wrappers,Plastic Beverage Bottles,Other Jugs/Containers,Bottle/Container Caps,Cigar Tips,Cigarettes,Disposable Cigarette Lighters,6-Pack Rings,Bags,Plastic Rope/Net,Buoys & Floats,Fishing Lures & Line,Cups,Plastic Utensils,Straws,Balloons Mylar,Personal Care Products,Plastic Other,Metal,Aluminum/Tin Cans,Aerosol Cans,Metal Fragments,Metal Other,Glass,Glass Beverage Bottles,Jars,Glass Fragments,Glass Other,Rubber,Flip Flops,Rubber Gloves,Tires,Balloons Latex,Rubber Fragments,Rubber Other,Processed Lumber,Cardboard Cartons,Paper and Cardboard,Paper Bags,Lumber/Building Material,Processed Lumber Other,Cloth/Fabric,Clothing & Shoes,Gloves (non-rubber),Towels/Rags,Rope/Net Pieces (non-nylon),Fabric Pieces,Cloth/Fabric Other,Unclassified,Total,Debris Description
Standing-Stock,Clean Virginia Waterways/Longwood University,4/17/15,Year 2,United States,VA,VA Beach,3629,164,15,Back Bay Natl Wildlife Refuge (SS),36.67534,-75.91386,36.67615,-75.91434,,53,100,12:48 PM,12:52 PM,1:05 PM,Spring,SPRING,N/A,"CLOUDY, SW 5-10",2,yes,no,1,,Yes,5,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,
Standing-Stock,Clean Virginia Waterways/Longwood University,4/17/15,Year 2,United States,VA,VA Beach,3630,164,20,Back Bay Natl Wildlife Refuge (SS),36.67534,-75.91386,36.67615,-75.91434,,48.5,100,12:46 PM,12:47 PM,1:05 PM,Spring,SPRING,N/A,"CLOUDY, SW 5-10",2,no,no,1,,No,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,5/12/15,Year 3,United States,CA,San Mateo,3635,17,5,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,,33,100,12:30 PM,1:30 PM,12:00 PM,Spring,Spring,none,"sunny/ clear, scattered clouds, BWS 7",3,no,no,1,,Yes,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,5/12/15,Year 3,United States,CA,San Mateo,3645,17,10,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,,32,100,12:30 PM,1:30 PM,12:00 PM,Spring,Spring,none,"sunny, clear, clouds<25%, BWS 7",3,yes,no,1,"Plastic rope listed on survey sheet as large item, but the measurements are not large enough. 20 cm of the rope above the surface. Length would have to be 30cm to qualify",No,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,other plastic - badge
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,5/12/15,Year 3,United States,CA,San Mateo,3646,17,12,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,,32,100,12:30 PM,1:30 PM,12:00 PM,Spring,Spring,none,"sunny, clear, clouds<25%, BWS 7",3,yes,no,1,,No,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,2,1,1,0,0,0,0,1,0,0,7,other processed lumber - cork
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,5/12/15,Year 3,United States,CA,San Mateo,3647,17,19,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,,29.5,100,12:30 PM,1:30 PM,12:00 PM,Spring,Spring,none,"sunny, clear, clouds<25%, BWS 7",3,no,no,1,,No,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,other - ribbon
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,7/10/15,Year 3,United States,CA,San Mateo,3774,17,2,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,,37.5,100,12:00 PM,1:30 PM,12:30 PM,Summer,summer,no,"overcast, warm, slight breeze",1,no,no,1,,No,4,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,7/10/15,Year 3,United States,CA,San Mateo,3775,17,7,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,,38.5,100,12:00 PM,1:30 PM,12:30 PM,Summer,summer,no,"overcast, warm, slight breeze",1,no,,1,,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,7/10/15,Year 3,United States,CA,San Mateo,3776,17,16,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,,36.5,100,12:00 PM,1:30 PM,12:30 PM,Summer,summer,no,"overcast, warm, slight breeze",1,no,,1,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,Gulf of the Farallones National Marine Sanctuary,7/10/15,Year 3,United States,CA,San Mateo,3777,17,18,"North Point, Ano Nuevo State Reserve",37.12471,-122.33707,37.1239,-122.33784,,38,100,12:00 PM,1:30 PM,12:30 PM,Summer,summer,no,"overcast, warm, slight breeze",1,no,,1,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,Katmai National Park,7/17/15,Year 4,United States,AK,Kodiak Island Borough,3779,28,4,Hallo Bay,58.45819,-154.07326,58.45928,-154.07349,,42.7,100,2:07 PM,2:18 PM,10:23 AM,Summer,Summer,High wind and rain on 7/16/15,"85% cloud coverage, no precip, SW wind at 9 MPH, 60 degrees",2,no,no,1,,No,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,"1 hard plastic - 5 3/16"" 1 beverage bottle - 9"" 1 rope - 3.5'"
Standing-Stock,Katmai National Park,7/17/15,Year 4,United States,AK,Kodiak Island Borough,3780,28,6,Hallo Bay,58.45819,-154.07326,58.45928,-154.07349,,40.8,100,2:18 PM,2:24 PM,10:23 AM,Summer,Summer,High winds and rain on 7/16/15,"85% cloud cover, no precip, SW wind @ 9 MPH, 60 degrees",2,no,no,1,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"1 rope - 4"""
Standing-Stock,Katmai National Park,7/17/15,Year 4,United States,AK,Kodiak Island Borough,3781,28,8,Hallo Bay,58.45819,-154.07326,58.45928,-154.07349,,40.6,100,2:24 PM,2:30 PM,10:23 AM,Summer,Summer,High winds and rain on 7/16/15,"85% cloud cover, no precip, SW wind @ 9 MPH, 60 degrees",2,no,no,1,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"1 rope - 6'9"""
Standing-Stock,Katmai National Park,7/17/15,Year 4,United States,AK,Kodiak Island Borough,3782,28,13,Hallo Bay,58.45819,-154.07326,58.45928,-154.07349,,31.7,100,2:30 PM,2:37 PM,10:23 AM,Summer,Summer,High winds and rain on 7/16/15,"85% cloud cover, no precip, SW wind @ 9 MPH, 60 degrees",2,no,no,1,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"1 rope - 7"""
Standing-Stock,Katmai National Park,5/27/15,Year 3,United States,AK,Kodiak Island Borough,3783,27,5,Swikshak,58.60049,-153.76366,58.60166,-153.76366,,83,100,12:19 PM,12:27 PM,4:59 PM,Spring,spring,unknown,overcast 3000'  onshore wind 10mph,2,no,yes,1,"30m surveyed above first barrier, any debris documented above the first barrier is not included in the debris data but listed in the debris description",No,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,One piece of rope found below the first barrier.  A bottle cap and a small foam float was found above the first barrier.
Standing-Stock,Katmai National Park,5/27/15,Year 3,United States,AK,Kodiak Island Borough,3784,27,7,Swikshak,58.60049,-153.76366,58.60166,-153.76366,,74,100,12:28 PM,12:34 PM,4:59 PM,Spring,spring,unknown,overcast 3000'  onshore wind 10mph,2,yes,,1,"27m surveyed above first barrier, any debris documented above the first barrier is not included in the debris data but listed in the debris description",No,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,One hard plastic fragment and one piece of rope found below the first barrier.  One hard plastic fragment and one foamed fragment found above the first barrier.
Standing-Stock,Katmai National Park,5/27/15,Year 3,United States,AK,Kodiak Island Borough,3785,27,11,Swikshak,58.60049,-153.76366,58.60166,-153.76366,,69,100,12:36 PM,12:40 PM,4:59 PM,Spring,spring,unknown,overcast 3000'  onshore wind 10 mph,2,no,,1,"25m surveyed above first barrier, any debris documented above the first barrier is not included in the debris data but listed in the debris description",No,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"One hard plastic fragment, one plastic bottle, and one bottle cap found below the first barrier."
Standing-Stock,Katmai National Park,5/27/15,Year 3,United States,AK,Kodiak Island Borough,3786,27,20,Swikshak,58.60049,-153.76366,58.60166,-153.76366,,61,100,12:41 PM,12:46 PM,4:59 PM,Spring,spring,unknown,overcast 3000' onshore wind 10 mph,2,no,,1,"24m surveyed above first barrier, any debris documented above the first barrier is not included in the debris data but listed in the debris description",No,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Two hard plastic fragments and one plastic rope/small net piece found below the first barrier.
Standing-Stock,AK USFWS,8/17/12,Year 1,United States,AK,North Slope Borough,3797,192,4,Cape Lisburne Beach,68.8715,-166.0521,68.8714,-166.0498,,31,100,3:00 PM,3:10 PM,,Summer,Summer,high south winds 8/15 - 8/16/2012,"100% cloud cover, drizzle, wind 10-15 kts",3,no,,1,no debris in transect or in the entire 100 m of beach,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,AK USFWS,8/17/12,Year 1,United States,AK,North Slope Borough,3798,192,5,Cape Lisburne Beach,68.8715,-166.0521,68.8714,-166.0498,,31,100,3:10 PM,3:20 PM,,Summer,Summer,high south winds 8/15 - 8/17/12,"100% cloud cover, drizzle, wind 10-15kts",3,no,,1,no debris in transect (or in entire 100 m of beach),No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,AK USFWS,8/17/12,Year 1,United States,AK,North Slope Borough,3799,192,14,Cape Lisburne Beach,68.8715,-166.0521,68.8714,-166.0498,,31,100,3:20 PM,3:30 PM,,Summer,Summer,high south winds 8/15 - 8/16/2012,"100% cloud cover, drizzle, wind 10-15kts",3,no,,1,no debris in trasnect 14 or in entire 100m of beach site,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,AK USFWS,8/17/12,Year 1,United States,AK,North Slope Borough,3800,192,17,Cape Lisburne Beach,68.8715,-166.0521,68.8714,-166.0498,,31,100,3:30 PM,3:40 PM,,Summer,summer,high south winds 8/15 - 8/16/2012,"100% cloud cover, drizzle, wind 10-15 kts",3,no,,1,no debris in transect 17 or on entire 100m of beach,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,AK USFWS,7/26/13,Year 1,United States,AK,North Slope Borough,3801,192,2,Cape Lisburne Beach,68.8715,-166.0521,68.8714,-166.0498,,38,100,9:40 AM,9:43 AM,,Summer,summer,non recent,high overcast wind S15,2,no,,1,No debris anywhere on transect,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,AK USFWS,7/26/13,Year 1,United States,AK,North Slope Borough,3802,192,6,Cape Lisburne Beach,68.8715,-166.0521,68.8714,-166.0498,,38,100,9:50 AM,9:53 AM,,Summer,summer,none recent,high overcast wind S15,2,no,,1,no debris anywhere on transect,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,AK USFWS,7/26/13,Year 1,United States,AK,North Slope Borough,3803,192,13,Cape Lisburne Beach,68.8715,-166.0521,68.8714,-166.0498,,38,100,9:55 AM,9:58 AM,,Summer,summer,none recent,high overcast wind S15,2,no,,1,no debris noted anywhere on transect,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,AK USFWS,7/26/13,Year 1,United States,AK,North Slope Borough,3804,192,19,Cape Lisburne Beach,68.8715,-166.0521,68.8714,-166.0498,,38.5,100,10:00 AM,10:03 AM,,Summer,summer,none recent,high overcast wind s15,2,no,,1,no debris noted anywhere on transect,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Standing-Stock,AK USFWS,6/4/13,Year 2,United States,AK,South Bay,3805,74,2,Chowiet Island - South Bay Beach,56.0242,-156.71545,56.02344,-156.71469,,30,100,10:44 AM,11:00 AM,,Summer,spring,none,"85% cloud cover, 5-10 kts wind",2,no,,1,,No,15,4,4,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,19,other - rubber was a shoe sole
Standing-Stock,AK USFWS,6/4/13,Year 2,United States,AK,South Bay,3806,74,3,Chowiet Island - South Bay Beach,56.0242,-156.71545,56.02344,-156.71469,,30,100,11:02 AM,11:10 AM,,Summer,Spring,none,"overcast, variable wind",2,no,,1,,No,13,1,3,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,17,other - plastic were 2 5 gal buckets other - rubber was sole of shoe
Standing-Stock,AK USFWS,6/4/13,Year 2,United States,AK,South Bay,3807,74,7,Chowiet Island - South Bay Beach,56.0242,-156.71545,56.02344,-156.71469,,30,100,11:11 AM,11:17 AM,,Summer,Spring,none,"overcast, variable wind",2,no,,1,,No,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,8,
Standing-Stock,AK USFWS,6/4/13,Year 2,United States,AK,South Bay,3808,74,15,Chowiet Island - South Bay Beach,56.0242,-156.71545,56.02344,-156.71469,,30,100,11:17 AM,11:25 AM,,Summer,spring,none,overcast variable wind,2,no,,1,photo ID chowiet_tran15_june4.jpeg,No,7,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,1,5,0,0,0,5,0,1,0,0,0,1,0,0,0,15,other plastic is life jacket other rubber is sole of shoe
Standing-Stock,AK USFWS,6/7/13,Year 2,United States,AK,Gulf of Alaska,3812,76,15,"Chowiet Island, Landing Cove",56.0363,-156.73907,56.03664,-156.73985,,9,100,3:12 PM,3:20 PM,,Summer,spring,none,clear - wind ~ 5K NE 5% clouds,2,yes,,1,chowiet_shrimptrap_june7.jpeg,No,7,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,other - plastic is shrimp trap (large item)
Standing-Stock,AK USFWS,6/7/13,Year 2,United States,AK,Gulf of Alaska,3813,76,14,"Chowiet Island, Landing Cove",56.0363,-156.73907,56.03664,-156.73985,,9,100,3:20 PM,3:25 PM,,Summer,spring,none,clear - wind ~ 5kt NE clouds 5%,2,no,,1,,No,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,other is packing band and 5 gal bucket
Standing-Stock,AK USFWS,6/7/13,Year 2,United States,AK,Gulf of Alaska,3814,76,9,"Chowiet Island, Landing Cove",56.0363,-156.73907,56.03664,-156.73985,,12,100,3:25 PM,3:30 PM,,Summer,spring,none,"clear, wind ~ 5kt clousd 5%",2,no,,1,"chowiet_fishspacer_june7.jpeg
chowiet_landingcovebeach.jpeg",No,7,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,other - plastic is fish spacer
Standing-Stock,AK USFWS,6/7/13,Year 2,United States,AK,Gulf of Alaska,3815,76,10,"Chowiet Island, Landing Cove",56.0363,-156.73907,56.03664,-156.73985,,13,100,3:30 PM,3:40 PM,,Summer,spring,none,"clear, wind variable ~ 5kt NE, cloud 5%",2,no,,1,,No,18,6,3,0,1,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,20,other - plastic was bait bucket other - rubber was shoe
Standing-Stock,AK USFWS,7/15/13,Year 2,United States,AK,Gulf of Alaska,3816,76,9,"Chowiet Island, Landing Cove",56.0363,-156.73907,56.03664,-156.73985,,12,100,12:38 PM,12:42 PM,,Summer,summer,none,"overcast, 10kt wind",2,no,,1,,No,12,5,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,one hard plastic fishing line spacer tube one hard plastic bucket fragment
Standing-Stock,AK USFWS,7/15/13,Year 2,United States,AK,Gulf of Alaska,3817,76,15,"Chowiet Island, Landing Cove",56.0363,-156.73907,56.03664,-156.73985,,12,100,12:44 PM,12:49 PM,,Summer,summer,none,"overcast, 10kt winds",2,no,,1,,No,6,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
Standing-Stock,AK USFWS,7/15/13,Year 2,United States,AK,Gulf of Alaska,3818,76,17,"Chowiet Island, Landing Cove",56.0363,-156.73907,56.03664,-156.73985,,15,100,12:50 PM,12:52 PM,,Summer,summer,none,overcast 10kt winds,2,no,,1,,No,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,other plastic is packing band
Standing-Stock,AK USFWS,7/15/13,Year 2,United States,AK,Gulf of Alaska,3819,76,19,"Chowiet Island, Landing Cove",56.0363,-156.73907,56.03664,-156.73985,,15,100,12:54 PM,12:58 PM,,Summer,summer,none,overcast 10kt winds,2,no,,1,,No,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,pretty clean
Standing-Stock,AK USFWS,7/15/13,Year 2,United States,AK,South Bay,3820,74,5,Chowiet Island - South Bay Beach,56.0242,-156.71545,56.02344,-156.71469,,15,100,8:54 AM,9:00 AM,,Summer,summer,none,"foggy, 1/4 mile vis, <5 kt winds",2,no,,1,,No,11,0,0,0,0,1,1,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,7,0,0,0,7,0,1,0,0,0,1,0,0,0,19,
Standing-Stock,AK USFWS,7/15/13,Year 2,United States,AK,South Bay,3821,74,9,Chowiet Island - South Bay Beach,56.0242,-156.71545,56.02344,-156.71469,,40,100,9:01 PM,9:06 PM,,Summer,summer,none,"fog, < 5 kt S wind",2,no,,1,,No,7,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,13,
Standing-Stock,AK USFWS,7/15/13,Year 2,United States,AK,South Bay,3822,74,14,Chowiet Island - South Bay Beach,56.0242,-156.71545,56.02344,-156.71469,,15,100,9:07 PM,9:13 PM,,Summer,summer,none,"fog, <5 kt wind S",2,no,,1,,No,8,1,2,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,,0,0,11,0,0,0,11,0,1,0,0,0,1,0,0,0,22,
Standing-Stock,AK USFWS,7/15/13,Year 2,United States,AK,South Bay,3823,74,18,Chowiet Island - South Bay Beach,56.0242,-156.71545,56.02344,-156.71469,,20,100,9:14 PM,9:20 PM,,Summer,summer,none,fog < 5kt S wind,2,no,,1,,No,34,0,7,0,0,8,2,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,1,42,unclassifiable = life ring
Standing-Stock,AK USFWS,8/8/13,Year 2,United States,AK,Gulf of Alaska,3824,76,3,"Chowiet Island, Landing Cove",56.0363,-156.73907,56.03664,-156.73985,,10,100,5:04 PM,5:09 PM,,Summer,summer,some swell over the last month,"overcast, fog, rain",1,no,,1,,No,7,3,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
Standing-Stock,AK USFWS,8/8/13,Year 2,United States,AK,Gulf of Alaska,3825,76,4,"Chowiet Island, Landing Cove",56.0363,-156.73907,56.03664,-156.73985,,10,100,5:10 PM,5:15 PM,,Summer,summer,"some storm swell, not much","overcast, fog, lt rain",1,no,,1,,No,10,1,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,other plastic was packing bands
Standing-Stock,AK USFWS,8/8/13,Year 2,United States,AK,Gulf of Alaska,3826,76,13,"Chowiet Island, Landing Cove",56.0363,-156.73907,56.03664,-156.73985,,15,100,5:16 PM,5:21 PM,,Summer,summer,"some storm swell, not much","overcast, fog, lt rain",1,no,,1,not much trash,No,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
Standing-Stock,AK USFWS,8/8/13,Year 2,United States,AK,Gulf of Alaska,3827,76,19,"Chowiet Island, Landing Cove",56.0363,-156.73907,56.03664,-156.73985,,10,100,5:22 PM,5:24 PM,,Summer,summer,"some storm swell, not much","overcast, fog, lt rain",1,no,,1,very little debris,No,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,other plastic is packing band
Standing-Stock,AK USFWS,8/15/13,Year 2,United States,AK,South Bay,3828,74,4,Chowiet Island - South Bay Beach,56.0242,-156.71545,56.02344,-156.71469,,20,100,12:15 PM,12:20 PM,,Summer,summer,none,overcast,2,no,,1,crowiet_tran4_shoe_15aug13.jpeg,No,11,3,2,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,14,other rubber is shoe other lumber is power pole
Standing-Stock,AK USFWS,8/15/13,Year 2,United States,AK,South Bay,3829,74,13,Chowiet Island - South Bay Beach,56.0242,-156.71545,56.02344,-156.71469,,21,100,12:20 AM,12:45 AM,,Summer,summer,none,overcast,2,no,,1,"1) 50 gal drum (rusted out) chowiet_drum1_tran13_15Aug13.jpeg
chowiet_drum2_tran13_15Aug13.jpeg",No,9,2,2,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,18,other metal is 50 gal drum (have photos)
