"Survey Type",Organization,Date,"Survey Year",Country,State,County,"Survey ID","MDMAP ID #","Shoreline Name","Latitude Start","Longitude Start","Latitude End","Longitude End",Length,Slope,"Start Time","End Time","Time of Low Tide","Database Season",Season,"Date of Previous Survey","Storm Activity","Current Weather","Number of Persons Assisting","Large Items?","Debris Behind Back Barrier?","Datasheet Version",Notes,Photos?,Width,"Width - Deviation",Plastic,"Plastic - Concentration","Plastic - Standard Deviation","Hard Plastic Fragments","Hard Plastic Fragments - Concentration","Hard Plastic Fragments - Standard Deviation","Foamed Plastic Fragments","Foamed Plastic Fragments - Concentration","Foamed Plastic Fragments - Standard Deviation","Filmed Plastic Fragments","Filmed Plastic Fragments - Concentration","Filmed Plastic Fragments - Standard Deviation","Food Wrappers","Food Wrappers - Concentration","Food Wrappers - Standard Deviation","Plastic Beverage Bottles","Plastic Beverage Bottles - Concentration","Plastic Beverage Bottles - Standard Deviation","Other Jugs/Containers","Other Jugs/Containers - Concentration","Other Jugs/Containers - Standard Deviation","Bottle/Container Caps","Bottle/Container Caps - Concentration","Bottle/Container Caps - Standard Deviation","Cigar Tips","Cigar Tips - Concentration","Cigar Tips - Standard Deviation",Cigarettes,"Cigarettes - Concentration","Cigarettes - Standard Deviation","Disposable Cigarette Lighters","Disposable Cigarette Lighters - Concentration","Disposable Cigarette Lighters - Standard Deviation","6-Pack Rings","6-Pack Rings - Concentration","6-Pack Rings - Standard Deviation",Bags,"Bags - Concentration","Bags - Standard Deviation","Plastic Rope/Net","Plastic Rope/Net - Concentration","Plastic Rope/Net - Standard Deviation","Buoys & Floats","Buoys & Floats - Concentration","Buoys & Floats - Standard Deviation","Fishing Lures & Line","Fishing Lures & Line - Concentration","Fishing Lures & Line - Standard Deviation",Cups,"Cups - Concentration","Cups - Standard Deviation","Plastic Utensils","Plastic Utensils - Concentration","Plastic Utensils - Standard Deviation",Straws,"Straws - Concentration","Straws - Standard Deviation","Balloons Mylar","Balloons Mylar - Concentration","Balloons Mylar - Standard Deviation","Personal Care Products","Personal Care Products - Concentration","Personal Care Products - Standard Deviation","Plastic Other","Plastic Other - Concentration","Plastic Other - Standard Deviation",Metal,"Metal - Concentration","Metal - Standard Deviation","Aluminum/Tin Cans","Aluminum/Tin Cans - Concentration","Aluminum/Tin Cans - Standard Deviation","Aerosol Cans","Aerosol Cans - Concentration","Aerosol Cans - Standard Deviation","Metal Fragments","Metal Fragments - Concentration","Metal Fragments - Standard Deviation","Metal Other","Metal Other - Concentration","Metal Other - Standard Deviation",Glass,"Glass - Concentration","Glass - Standard Deviation","Glass Beverage Bottles","Glass Beverage Bottles - Concentration","Glass Beverage Bottles - Standard Deviation",Jars,"Jars - Concentration","Jars - Standard Deviation","Glass Fragments","Glass Fragments - Concentration","Glass Fragments - Standard Deviation","Glass Other","Glass Other - Concentration","Glass Other - Standard Deviation",Rubber,"Rubber - Concentration","Rubber - Standard Deviation",Flip-Flops,"Flip-Flops - Concentration","Flip-Flops - Standard Deviation","Rubber Gloves","Rubber Gloves - Concentration","Rubber Gloves - Standard Deviation",Tires,"Tires - Concentration","Tires - Standard Deviation","Balloons Latex","Balloons Latex - Concentration","Balloons Latex - Standard Deviation","Rubber Fragments","Rubber Fragments - Concentration","Rubber Fragments - Standard Deviation","Rubber Other","Rubber Other - Concentration","Rubber Other - Standard Deviation","Processed Lumber","Processed Lumber - Concentration","Processed Lumber - Standard Deviation","Cardboard Cartons","Cardboard Cartons - Concentration","Cardboard Cartons - Standard Deviation","Paper and Cardboard","Paper and Cardboard - Concentration","Paper and Cardboard - Standard Deviation","Paper Bags","Paper Bags - Concentration","Paper Bags - Standard Deviation","Lumber/Building Material","Lumber/Building Material - Concentration","Lumber/Building Material - Standard Deviation","Processed Lumber Other","Processed Lumber Other - Concentration","Processed Lumber Other - Standard Deviation",Cloth/Fabric,"Cloth/Fabric - Concentration","Cloth/Fabric - Standard Deviation","Clothing & Shoes","Clothing & Shoes - Concentration","Clothing & Shoes - Standard Deviation","Gloves (non-rubber)","Gloves (non-rubber) - Concentration","Gloves (non-rubber) - Standard Deviation",Towels/Rags,"Towels/Rags - Concentration","Towels/Rags - Standard Deviation","Rope/Net Pieces (non-nylon)","Rope/Net Pieces (non-nylon) - Concentration","Rope/Net Pieces (non-nylon) - Standard Deviation","Fabric Pieces","Fabric Pieces - Concentration","Fabric Pieces - Standard Deviation","Cloth/Fabric Other","Cloth/Fabric Other - Concentration","Cloth/Fabric Other - Standard Deviation",Unclassified,"Unclassified - Concentration","Unclassified - Standard Deviation","Total Debris","Total Debris - Concentration","Total Debris - Standard Deviation"
Standing-Stock,"Clean Virginia Waterways/Longwood University",11-16-2016,"Year 3","United States",VA,"VA Beach",8065,164,"Back Bay Natl Wildlife Refuge (SS)",36.67534,-75.91386,36.67615,-75.91434,100,,"2:24 PM","2:25 PM","2:54 PM",Fall,Fall,10-17-2016,N/A,"S 5, clear",2,no,yes,2.0,"Behind barrier: foam, plastic bottles","8470.jpg,8471.jpg",32.9,0.0050707547169811,4,0.0060790273556231,0.0049635050512324,3,0.0045592705167173,0.0030395136778116,1,0.0015197568389058,0.0030395136778116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0060790273556231,0.0049635050512324
Standing-Stock,"Clean Virginia Waterways/Longwood University",08-30-2017,"Year 4","United States",VA,"VA Beach",8079,164,"Back Bay Natl Wildlife Refuge (SS)",36.67534,-75.91386,36.67615,-75.91434,100,,"9:03 AM","9:05 AM","8:31 AM",Summer,Summer,07-31-2017,"High winds and rain 8/28-29/17","N 5-10, 75% clouds",3,yes,no,2.0,"plastic hair clip-1","8554.jpg,8555.jpg",29.3,0.0037809480051607,23,0.04049427857395,0.018554290570371,3,0.0051908051991295,0.0066599158856254,1,0.0018248175182482,0.0036496350364964,5,0.0086751257566208,0.0087784167068226,0,0,0,1,0.0018248175182482,0.0036496350364964,0,0,0,2,0.0034843205574913,0.0069686411149826,1,0.0017421602787456,0.0034843205574913,2,0.0035669777969938,0.0041210023121778,1,0.0017421602787456,0.0034843205574913,0,0,0,1,0.0018248175182482,0.0036496350364964,1,0.0018248175182482,0.0036496350364964,0,0,0,0,0,0,1,0.0017421602787456,0.0034843205574913,0,0,0,0,0,0,0,0,0,1,0.0017421602787456,0.0034843205574913,3,0.0053091380757395,0.0067027206199454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0017064846416382,0.0034129692832765,0,0,0,0,0,0,0,0,0,1,0.0017064846416382,0.0034129692832765,0,0,0,0,0,0,1,0.0017421602787456,0.0034843205574913,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0017421602787456,0.0034843205574913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.043942923494334,0.017573937834992
Standing-Stock,"Clean Virginia Waterways/Longwood University",04-07-2017,"Year 3","United States",VA,"VA Beach",8084,164,"Back Bay Natl Wildlife Refuge (SS)",36.67534,-75.91386,36.67615,-75.91434,100,,"11:40 AM","11:43 AM","12:01 PM",Spring,Spring,03-07-2017,"Thunderstorms 4/6/17","W 20-25, 80% clouds",2,yes,no,2.0,"other: food wrapper","8500.jpg,8501.jpg,8502.jpg,8503.jpg,8504.jpg,8505.jpg,8506.jpg,8507.jpg,8508.jpg,8509.jpg",48.5,0.017826507057261,12,0.012619300765666,0.0035196480622593,1,0.00098231827111984,0.0019646365422397,3,0.0032162093353742,0.0021658438071061,1,0.0010309278350515,0.0020618556701031,0,0,0,1,0.0010060362173038,0.0020120724346076,0,0,0,1,0.0011792452830189,0.0023584905660377,0,0,0,3,0.0031675997714425,0.0021407231374025,0,0,0,0,0,0,1,0.0010309278350515,0.0020618556701031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010060362173038,0.0020120724346076,1,0.0010309278350515,0.0020618556701031,0,0,0,0,0,0,1,0.0010309278350515,0.0020618556701031,0,0,0,1,0.0011792452830189,0.0023584905660377,0,0,0,0,0,0,1,0.0011792452830189,0.0023584905660377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0011792452830189,0.0023584905660377,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0011792452830189,0.0023584905660377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011792452830189,0.0023584905660377,15,0.017187964449774,0.0084108828416537
Standing-Stock,"Clean Virginia Waterways/Longwood University",03-07-2017,"Year 3","United States",VA,"VA Beach",8096,164,"Back Bay Natl Wildlife Refuge (SS)",36.67534,-75.91386,36.67615,-75.91434,100,,"9:20 AM","9:22 AM","9:24 AM",Spring,Winter,02-07-2017,N/A,"SSW 5-10, clear",2,no,no,2.0,"other: silicone 2. pc. goggle","8491.jpg,8492.jpg",45.7,0.0077124204203967,3,0.0032968312575507,0.004195218521818,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0011086474501109,0.0022172949002217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010940919037199,0.0021881838074398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010940919037199,0.0021881838074398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010373443983402,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010373443983402,0.0020746887966805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0043341756558909,0.0035755177083551
Standing-Stock,"Clean Virginia Waterways/Longwood University",02-07-2017,"Year 3","United States",VA,"VA Beach",8101,164,"Back Bay Natl Wildlife Refuge (SS)",36.67534,-75.91386,36.67615,-75.91434,100,,"10:47 AM","10:48 AM","10:41 AM",Winter,Winter,01-12-2017,N/A,"SW 5-10, 90% clouds",2,no,yes,2.0,"Behind barrier: bottle-1","8483.jpg,8484.jpg",47.9,0.0026570117320945,1,0.0010660980810235,0.0021321961620469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010660980810235,0.0021321961620469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010660980810235,0.0021321961620469
Standing-Stock,"Clean Virginia Waterways/Longwood University",12-13-2016,"Year 3","United States",VA,"VA Beach",8106,164,"Back Bay Natl Wildlife Refuge (SS)",36.67534,-75.91386,36.67615,-75.91434,100,,"1:17 PM","1:19 PM","12:54 PM",Winter,Fall,11-16-2016,N/A,"NE 5-10, 90% clouds",2,no,yes,2.0,"Behind barrier: plastic cup-1","9218.jpg,9219.jpg",45.7,0.015731326552502,1,0.0011086474501109,0.0022172949002217,0,0,0,1,0.0011086474501109,0.0022172949002217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0011086474501109,0.0022172949002217
Standing-Stock,"Clean Virginia Waterways/Longwood University",10-17-2016,"Year 3","United States",VA,"VA Beach",8111,164,"Back Bay Natl Wildlife Refuge (SS)",36.67534,-75.91386,36.67615,-75.91434,100,,"2:35 PM","2:36 PM","3:15 PM",Fall,Fall,09-16-2016,N/A,"SW 5-10, 5% cloud",2,no,yes,2.0,"Behind barrier: broom-1, foam-1","8463.jpg,8464.jpg",34.7,0.0039535506165661,7,0.0097285347558892,0.012178279797802,0,0,0,1,0.0013774104683196,0.0027548209366391,2,0.0027779706924092,0.0032079470050213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0027548209366391,0.0055096418732782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0028183326585213,0.0032559824839252,1,0.0013661202185792,0.0027322404371585,0,0,0,0,0,0,1,0.0013661202185792,0.0027322404371585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0013774104683196,0.0027548209366391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0013774104683196,0.0027548209366391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0027779706924092,0.0032079470050213,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0027779706924092,0.0032079470050213,0,0,0,0,0,0,11,0.015250036135197,0.015767246516313
Standing-Stock,"Clean Virginia Waterways/Longwood University",12-07-2015,"Year 2","United States",VA,"VA Beach",8172,164,"Back Bay Natl Wildlife Refuge (SS)",36.67534,-75.91386,36.67615,-75.91434,100,,"10:43 AM","10:45 AM","10:49 AM",Winter,Fall,11-06-2015,N/A,"E 0-5, 100% cloud",2,no,no,1.0,,9230.jpg,43.9,0.018103111540361,6,0.008006516296414,0.0053754274984707,2,0.0025623359580052,0.0029604812908281,0,0,0,1,0.00125,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.002753258148207,0.0031861155595048,0,0,0,1,0.0014409221902017,0.0028818443804035,1,0.0011389521640091,0.0022779043280182,0,0,0,0,0,0,1,0.0011389521640091,0.0022779043280182,0,0,0,1,0.0011389521640091,0.0022779043280182,0,0,0,0,0,0,1,0.0011389521640091,0.0022779043280182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.010284420624432,0.0010078384317601
Standing-Stock,"Clean Virginia Waterways/Longwood University",09-29-2017,"Year 4","United States",VA,"VA Beach",8290,164,"Back Bay Natl Wildlife Refuge (SS)",36.67534,-75.91386,36.67615,-75.91434,100,,"8:54 AM","8:55 AM","8:47 AM",Fall,Fall,08-30-2017,"Hurricane Maria 9/27-29/17","NE 10-15, clear",3,no,no,2.0,,,29.9,0.0055612387370526,3,0.0050686195363857,0.0064230762360338,0,0,0,0,0,0,1,0.0016722408026756,0.0033444816053512,0,0,0,0,0,0,0,0,0,2,0.0033963787337101,0.003922715917433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0050686195363857,0.0064230762360338
Standing-Stock,"Clean Virginia Waterways/Longwood University",10-30-2017,"Year 4","United States",VA,"VA Beach",8295,164,"Back Bay Natl Wildlife Refuge (SS)",36.67534,-75.91386,36.67615,-75.91434,100,,"9:26 AM","9:28 AM","10:07 AM",Fall,Fall,09-29-2017,N/A,"NW 5-10, 5% clouds",2,no,no,2.0,,,39.0,0.012857559594754,6,0.0073758478840789,0.0026970741440614,1,0.0012919896640827,0.0025839793281654,0,0,0,1,0.0012820512820513,0.0025641025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0012626262626263,0.0025252525252525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001123595505618,0.002247191011236,0,0,0,0,0,0,2,0.0024155851697007,0.0028027997662547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.002574040946134,0.0029722907743017,0,0,0,0,0,0,2,0.002574040946134,0.0029722907743017,0,0,0,1,0.001123595505618,0.002247191011236,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001123595505618,0.002247191011236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.011073484335831,0.0045599243124777
Standing-Stock,"Clean Virginia Waterways/Longwood University",11-30-2017,"Year 4","United States",VA,"VA Beach",8300,164,"Back Bay Natl Wildlife Refuge (SS)",36.67534,-75.91386,36.67615,-75.91434,100,,"10:11 AM","10:13 AM","10:28 AM",Fall,Fall,10-30-2017,N/A,"SE 2-7, clear",2,no,yes,2.0,"Behind barrier: plastic bottle-1, badminton birdie-5",,47.2,0.0060083675485174,4,0.0041983742649602,0.0034606065441388,1,0.0010593220338983,0.0021186440677966,1,0.0010593220338983,0.0021186440677966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010593220338983,0.0021186440677966,0,0,0,0,0,0,0,0,0,1,0.0010204081632653,0.0020408163265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010593220338983,0.0021186440677966,1,0.0010593220338983,0.0021186440677966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010204081632653,0.0020408163265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010204081632653,0.0020408163265306,0,0,0,6,0.0062781044621238,0.005432207204847
Standing-Stock,"Clean Virginia Waterways/Longwood University",12-30-2017,"Year 4","United States",VA,"VA Beach",8305,164,"Back Bay Natl Wildlife Refuge (SS)",36.67534,-75.91386,36.67615,-75.91434,100,,"10:41 AM","10:43 AM","11:03 AM",Winter,Winter,11-30-2017,N/A,"SSW 0-5, clouds 95%",3,yes,no,2.0,,,47.2,0.015282339452248,6,0.0062073569818777,0.01013264529297,2,0.0021186440677966,0.0042372881355932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010593220338983,0.0021186440677966,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0010593220338983,0.0021186440677966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00091074681238616,0.0018214936247723,1,0.0010593220338983,0.0021186440677966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0018595134158017,0.0021480785685713,0,0,0,0,0,0,0,0,0,2,0.0018595134158017,0.0021480785685713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0080668703976794,0.0092386079404969
Standing-Stock,"Clean Virginia Waterways/Longwood University",01-28-2018,"Year 4","United States",VA,"VA Beach",8872,164,"Back Bay Natl Wildlife Refuge (SS)",36.67534,-75.91386,36.67615,-75.91434,100,,"10:11 AM","10:13 AM","10:47 AM",Winter,Winter,12-30-2017,N/A,"Fog, drizzle, 100% clouds, SW 0-5",2,no,yes,2.0,"behind barrier: foil, balloon: other: foil wrapper",,54.25,0.0066635184880126,7,0.0066110960311201,0.0035389256333983,2,0.0018433179723502,0.0036866359447005,0,0,0,2,0.0019257144975349,0.002224531764108,1,0.00093808630393996,0.0018761726078799,0,0,0,0,0,0,1,0.00092165898617512,0.0018433179723502,0,0,0,1,0.00098231827111984,0.0019646365422397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00093808630393996,0.0018761726078799,0,0,0,0,0,0,0,0,0,1,0.00093808630393996,0.0018761726078799,2,0.001903977257295,0.0022007539598954,0,0,0,0,0,0,2,0.001903977257295,0.0022007539598954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.009453159592355,0.0048140299324261
Standing-Stock,"Clean Virginia Waterways/Longwood University",02-26-2018,"Year 4","United States",VA,"VA Beach",8876,164,"Back Bay Natl Wildlife Refuge (SS)",36.67534,-75.91386,36.67615,-75.91434,100,,"11:29 AM","11:32 AM","10:31 AM",Winter,Winter,01-28-2018,N/A,"Drizzle, NE 0-5",2,no,no,2.0,"dive mask strap-1",,39.3,0.0034662590699762,6,0.0074273582474372,0.0027443967815873,0,0,0,1,0.0012254901960784,0.0024509803921569,0,0,0,1,0.0012254901960784,0.0024509803921569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0012722646310433,0.0025445292620865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0037041132242371,0.0024699588571084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0012254901960784,0.0024509803921569,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0012254901960784,0.0024509803921569,0,0,0,0,0,0,7,0.0086528484435156,0.0046157952054656
Standing-Stock,"Clean Virginia Waterways/Longwood University",03-27-2018,"Year 4","United States",VA,"VA Beach",8887,164,"Back Bay Natl Wildlife Refuge (SS)",36.67534,-75.91386,36.67615,-75.91434,100,,"11:06 AM","11:07 AM","11:14 AM",Spring,Spring,02-26-2018,N/A,"40% clouds, NE 5-10",3,no,no,2.0,,,33.8,0.0095307534675362,3,0.0044413595369009,0.005523766068479,1,0.0014245014245014,0.0028490028490028,0,0,0,1,0.0014245014245014,0.0028490028490028,1,0.0015923566878981,0.0031847133757962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0016233766233766,0.0032467532467532,0,0,0,0,0,0,0,0,0,1,0.0016233766233766,0.0032467532467532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0060647361602776,0.0046719089848448
Standing-Stock,"Clean Virginia Waterways/Longwood University",05-23-2018,"Year 5","United States",VA,"VA Beach",9029,164,"Back Bay Natl Wildlife Refuge (SS)",36.67534,-75.91386,36.67615,-75.91434,100,,"09:11 AM","09:12 AM","09:28 AM",Spring,Spring,03-27-2018,N/A,"60% Clouds; Winds WSW 10-15 mph",3,no,no,2.0,,,30.5,0.0066874749428103,3,0.004588512545631,0.0059100449744574,1,0.0015479876160991,0.0030959752321981,0,0,0,1,0.0014925373134328,0.0029850746268657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0015479876160991,0.0030959752321981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0014925373134328,0.0029850746268657,0,0,0,0,0,0,0,0,0,1,0.0014925373134328,0.0029850746268657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0060810498590638,0.0070241265437487
Standing-Stock,"Clean Virginia Waterways/Longwood University",04-23-2018,"Year 5","United States",VA,"VA Beach",9166,164,"Back Bay Natl Wildlife Refuge (SS)",36.67534,-75.91386,36.67615,-75.91434,100,,"9:16 AM","9:18 AM","10:45 AM",Spring,Spring,03-27-2018,N/A,"10% Clouds, Winds ESE 10-15 mph",3,no,no,2.0,,,39.3,0.010849056603774,7,0.0095804826539367,0.0081270154371519,2,0.002713186821245,0.0031450010008478,0,0,0,3,0.0041541090114467,0.0027876062735754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0012722646310433,0.0025445292620865,0,0,0,0,0,0,0,0,0,1,0.0014409221902017,0.0028818443804035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0014409221902017,0.0028818443804035,0,0,0,0,0,0,1,0.0014409221902017,0.0028818443804035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.011021404844138,0.0061270542257136
