Survey Type,Organization,Date,Survey Year,Country,State,County,Survey ID,MDMAP ID #,Shoreline Name,Latitude Start,Longitude Start,Latitude End,Longitude End,Slope,Width,Length,Start Time,End Time,Time of Low Tide,Database Season,Season,Date of Previous Survey,Days since last survey,Storm Activity,Current Weather,Number of Persons Assisting,Large Items?,Debris Behind Back Barrier?,Datasheet Version,Notes,Photos?,Plastic,Plastic - Flux,Hard Plastic Fragments,Hard Plastic Fragments - Flux,Foamed Plastic Fragments,Foamed Plastic Fragments - Flux,Filmed Plastic Fragments,Filmed Plastic Fragments - Flux,Food Wrappers,Food Wrappers - Flux,Plastic Beverage Bottles,Plastic Beverage Bottles - Flux,Other Jugs/Containers,Other Jugs/Containers - Flux,Bottle/Container Caps,Bottle/Container Caps - Flux,Cigar Tips,Cigar Tips - Flux,Cigarettes,Cigarettes - Flux,Disposable Cigarette Lighters,Disposable Cigarette Lighters - Flux,6-Pack Rings,6-Pack Rings - Flux,Bags,Bags - Flux,Plastic Rope/Net,Plastic Rope/Net - Flux,Buoys & Floats,Buoys & Floats - Flux,Fishing Lures & Line,Fishing Lures & Line - Flux,Cups,Cups - Flux,Plastic Utensils,Plastic Utensils - Flux,Straws,Straws - Flux,Balloons Mylar,Balloons Mylar - Flux,Personal Care Products,Personal Care Products - Flux,Plastic Other,Plastic Other - Flux,Metal,Metal - Flux,Aluminum/Tin Cans,Aluminum/Tin Cans - Flux,Aerosol Cans,Aerosol Cans - Flux,Metal Fragments,Metal Fragments - Flux,Metal Other,Metal Other - Flux,Glass,Glass - Flux,Glass Beverage Bottles,Glass Beverage Bottles - Flux,Jars,Jars - Flux,Glass Fragments,Glass Fragments - Flux,Glass Other,Glass Other - Flux,Rubber,Rubber - Flux,Flip Flops,Flip Flops - Flux,Rubber Gloves,Rubber Gloves - Flux,Tires,Tires - Flux,Balloons Latex,Balloons Latex - Flux,Rubber Fragments,Rubber Fragments - Flux,Rubber Other,Rubber Other - Flux,Processed Lumber,Processed Lumber - Flux,Cardboard Cartons,Cardboard Cartons - Flux,Paper and Cardboard,Paper and Cardboard - Flux,Paper Bags,Paper Bags - Flux,Lumber/Building Material,Lumber/Building Material - Flux,Processed Lumber Other,Processed Lumber Other - Flux,Cloth/Fabric,Cloth/Fabric - Flux,Clothing & Shoes,Clothing & Shoes - Flux,Gloves (non-rubber),Gloves (non-rubber) - Flux,Towels/Rags,Towels/Rags - Flux,Rope/Net Pieces (non-nylon),Rope/Net Pieces (non-nylon) - Flux,Fabric Pieces,Fabric Pieces - Flux,Cloth/Fabric Other,Cloth/Fabric Other - Flux,Unclassified,Unclassified - Flux,Total Debris,Total Debris - Flux,Debris Description,UniqueId,TotalArea
Accumulation,OCNMS,05-26-2016,Year 4,United States,WA,Clallam,4702,105,Elwha West,48.14431,-123.56936999999999,48.14352,-123.57009,,60.0,100.0,05:00 PM,05:15 PM,11:30 AM,Spring,spring,04-08-2016,48,high winds over past few days,50% cloud cover with high onshore winds,2,yes,no,1.0,"Surveyor estimated origin of debris:
--30% from land users
--50% from ocean, local
--20% from ocean, far away",No,15,5.2083333333333E-5,1,3.4722222222222E-6,2,6.9444444444444E-6,7,2.4305555555556E-5,3,1.0416666666667E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.9444444444444E-6,1,3.4722222222222E-6,1,3.4722222222222E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,6.9444444444444E-6,0,0,0,0,0,0,1,3.4722222222222E-6,1,3.4722222222222E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6.25E-5,weight estimated at 1 pound,4702_05-26-2016,6000.0
Accumulation,OCNMS,06-10-2016,Year 2,United States,WA,Clallam,4703,178,Dry Creek West,48.13491,-123.5227,48.135490000000004,-123.5237,,25.0,100.0,12:15 PM,01:20 PM,01:00 PM,Summer,spring,05-11-2016,30,light rain,90% cloud cover with light winds,1,yes,no,2.0,"Surveyor estimated debris origin:
--100% left by land users",Yes,3,4.0E-5,1,1.3333333333333E-5,0,0,1,1.3333333333333E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3333333333333E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1.3333333333333E-5,0,0,0,0,0,0,1,1.3333333333333E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.3333333333333E-5,Weight of debris 8 ounces,4703_06-10-2016,2500.0
Accumulation,Surfrider/CoastWatch,06-16-2016,Year 3,United States,OR,Clatsop,4704,190,Cape Falcon Marine Reserve: Arch Cape,45.7923639,-123.96801,45.791458299999995,-123.96797,,20.0,100.0,03:15 PM,03:46 PM,04:27 PM,Summer,late spring,05-23-2016,24,none,"scattered clouds, light winds, 62 degrees",2,no,,1.0,Very little debris. Google-mapped north and south boundaries.,Yes,12,0.00025,7,0.00014583333333333,1,2.0833333333333E-5,0,0,1,2.0833333333333E-5,0,0,0,0,2,4.1666666666667E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0833333333333E-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0833333333333E-5,0,0,0,0,0,0,1,2.0833333333333E-5,0,0,0,0,0,0,13,0.00027083333333333,"Plastic Other: 1 mystery piece made of plastic ""wires""  6 lumber pieces not tallied since they were counted in previous surveys.",4704_06-16-2016,2000.0
Accumulation,California Coast National Monument Task Force,06-23-2016,Year 4,United States,CA,Sonoma,4720,59,Ohlson Beach,38.7132,-123.4564,38.7106,-123.4551,,60.0,309.0,09:30 AM,10:00 AM,08:00 AM,Summer,summer,05-26-2016,28,none,"Wind Beaufort 3, 0% Cloud cover",1,no,no,2.0,"This survey marks the first seasonal access to entire beach. (i.e. it was possible to climb mid-beach boulders to access south section of Ohlson Beach, which is accessible only in  summer months when sand covers car-sized boulders/bedrock.) Starting in winter 2016, when entire beach cannot be surveyed, surveys will be entered under ""Ohlson Beach, North Section Only.""",No,30,5.7790106333796E-5,23,4.4305748189243E-5,1,1.9263368777932E-6,0,0,1,1.9263368777932E-6,2,3.8526737555864E-6,0,0,1,1.9263368777932E-6,0,0,0,0,0,0,0,0,0,0,1,1.9263368777932E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9263368777932E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9263368777932E-6,0,0,0,0,0,0,0.0,0,0,0,1,1.9263368777932E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5.9716443211589E-5,Other plastic=shotgun shell casing Other rubber= tennis ball,4720_06-23-2016,18540.0
Accumulation,,06-22-2016,Year 1,United States,CA,San Diego,4721,244,La Jolla Shores,32.857889,-117.25686100000001,32.858709999999995,-117.256523,5.0,55.0,100.0,05:35 AM,06:15 AM,05:25 AM,Summer,Summer,06-22-2016,0,None,100% cloud cover,1,no,no,2.0,,Yes,124,N/a,20,N/a,7,N/a,46,N/a,16,N/a,7,N/a,1,N/a,10,N/a,0,N/a,2,N/a,0,N/a,0,N/a,1,N/a,0,N/a,0,N/a,0,N/a,1,N/a,0,N/a,1,N/a,1,N/a,0,N/a,11,N/a,4,N/a,1,N/a,0,N/a,3,N/a,0,N/a,3,N/a,3,N/a,0,N/a,0,N/a,0,N/a,3,N/a,1,N/a,1,N/a,0,N/a,0.0,N/a,0,N/a,1,N/a,12,N/a,1,N/a,9,N/a,0,N/a,1,N/a,1,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,4,N/a,150,N/a,,4721_06-22-2016,5500.0
Accumulation,California Coast National Monument Task Force,06-25-2016,Year 4,United States,CA,Sonoma,4722,41,Walk On Beach,38.735105,-123.49091499999999,38.731897,-123.48961399999999,,40.0,300.0,09:30 AM,10:00 AM,09:30 AM,Summer,Summer,05-09-2016,47,Calm,Sunny,1,no,no,2.0,This is the cleanest time i have seen at Walk On Beach. Did not found any debris at all.,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4722_06-25-2016,12000.0
Accumulation,Gulf of the Farallones National Marine Sanctuary,04-18-2016,Year 1,United States,CA,Marin,4724,194,Drakes Beach West,38.02773,-122.96067,38.027693,-122.96166000000001,5.0,40.0,100.0,3:15 PM,4:30 PM,,Spring,spring,03-23-2016,26,none,"partial clouds, slight breeze",2,no,yes,1.0,,Yes,149,0.0014326923076923,108,0.0010384615384615,5,4.8076923076923E-5,5,4.8076923076923E-5,3,2.8846153846154E-5,0,0,1,9.6153846153846E-6,2,1.9230769230769E-5,4,3.8461538461538E-5,1,9.6153846153846E-6,0,0,0,0,1,9.6153846153846E-6,4,3.8461538461538E-5,0,0,1,9.6153846153846E-6,0,0,1,9.6153846153846E-6,8,7.6923076923077E-5,0,0,0,0,5,4.8076923076923E-5,1,9.6153846153846E-6,0,0,0,0,0,0,1,9.6153846153846E-6,11,0.00010576923076923,0,0,0,0,11,0.00010576923076923,0,0,1,9.6153846153846E-6,0,0,0,0,0,0,,,1,9.6153846153846E-6,0,0,7,6.7307692307692E-5,0,0,0,0,0,0,6,5.7692307692308E-5,1,9.6153846153846E-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0.001625,"other plastic items are goggles and an ag tie, other metal is a nickel, other lumber is a pencil",4724_04-18-2016,4000.0
Accumulation,Mission-Aransas NERR and University of Texas Marine Science Institute,11-12-2015,Year 1,United States,TX,Kleberg,4745,202,Padre Island National Seashore- South,27.172266999999998,-97.36955,27.173116999999998,-97.36918299999999,,43.48,100.0,11:00 AM,12:30 PM,02:00 PM,Fall,Fall,10-12-2015,31,Hurricane Patricia near Cuixmala and full moon = king tides,"Front overnight, windy! 25-30 mph NE, 100% clouds and mid 60s.",2,no,yes,1.0,Katie and Collin. High winds and sand blew everywhere. Missing flags on north end.,Yes,452,0.0033534142505268,178,0.0013205923375968,12,8.9028696916639E-5,110,0.00081609638840253,8,5.9352464611093E-5,35,0.00025966703267353,18,0.00013354304537496,45,0.0003338576134374,1,7.4190580763866E-6,0,0,0,0,0,0,0,0,4,2.9676232305546E-5,1,7.4190580763866E-6,1,7.4190580763866E-6,5,3.7095290381933E-5,2,1.4838116152773E-5,11,8.1609638840253E-5,7,5.1933406534706E-5,4,2.9676232305546E-5,10,7.4190580763866E-5,15,0.0001112858711458,10,7.4190580763866E-5,0,0,5,3.7095290381933E-5,0,0,8,5.9352464611093E-5,3,2.225717422916E-5,0,0,5,3.7095290381933E-5,0,0,16,0.00011870492922219,4,2.9676232305546E-5,7,5.1933406534706E-5,0,0,,,5,3.7095290381933E-5,0,0,3,2.225717422916E-5,0,0,1,7.4190580763866E-6,0,0,2,1.4838116152773E-5,0,0,35,0.00025966703267353,3,2.225717422916E-5,0,0,1,7.4190580763866E-6,29,0.00021515268421521,2,1.4838116152773E-5,0,0,0,0,529,0.0039246817224085,,4745_11-12-2015,4348.0
Accumulation,Mission-Aransas NERR and University of Texas Marine Science Institute,11-10-2015,Year 1,United States,TX,Nueces,4746,204,Lighthouse Lake,27.8645,-97.08376667,27.86478333,-97.08281667,,29.23,100.0,12:30 PM,02:00 PM,02:00 PM,Fall,Fall,10-14-2015,27,Hurricane Patricia near Cuixmala and full moon = king tides,"10-15 mph E, 10% clouds and sunny, mid 70s.",2,no,yes,1.0,"1 fisherman present on land and half a dozen boaters flew by. Katie and Hunter. Still a lot of glass present which was small but big enough to pick up. ""No GPS area"" = trimble and bridge do not mix.",No,73,0.00092497560851991,25,0.0003167724686712,4,5.0683594987392E-5,20,0.00025341797493696,5,6.3354493734241E-5,2,2.5341797493696E-5,0,0,1,1.2670898746848E-5,0,0,4,5.0683594987392E-5,0,0,0,0,0,0,0,0,0,0,7,8.8696291227937E-5,1,1.2670898746848E-5,0,0,0,0,0,0,0,0,4,5.0683594987392E-5,14,0.00017739258245587,1,1.2670898746848E-5,0,0,7,8.8696291227937E-5,6,7.6025392481089E-5,499,0.0063227784746772,1,1.2670898746848E-5,0,0,498,0.0063101075759304,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,1.2670898746848E-5,0,0,0,0,0,0,0,0,1,1.2670898746848E-5,7,8.8696291227937E-5,0,0,0,0,0,0,3,3.8012696240544E-5,4,5.0683594987392E-5,0,0,0,0,594,0.0075265138556278,Plastic Other: Balloon String (4) Metal Other: nails/screws (4); batteries (2) Processed Other: cinder block fragment,4746_11-10-2015,2923.0
Accumulation,Mission-Aransas NERR and University of Texas Marine Science Institute,11-09-2015,Year 1,United States,TX,Aransas,4747,198,San Jose Island Mile 6,27.913718300000003,-96.998717,27.91413,-96.99775,,31.6,100.0,09:30 AM,10:00 AM,07:30 AM,Fall,Fall,10-16-2015,24,Hurricane Patricia near Cuixmala and full moon = king tides,"High 60s, 10 mph NE, 30% clouds.",2,yes,yes,1.0,Katie and Hunter. Recent high tides went past vegetation line. Increased amounts of trash in back area near dunes. Lots of mangrove seeds. Decreased trash on beach.,Yes,236,0.0031118143459916,41,0.00054061181434599,7,9.2299578059072E-5,124,0.0016350210970464,9,0.00011867088607595,11,0.00014504219409283,9,0.00011867088607595,6,7.9113924050633E-5,0,0,0,0,0,0,0,0,1,1.3185654008439E-5,7,9.2299578059072E-5,0,0,0,0,5,6.5928270042194E-5,0,0,4,5.2742616033755E-5,2,2.6371308016878E-5,0,0,10,0.00013185654008439,2,2.6371308016878E-5,1,1.3185654008439E-5,0,0,0,0,1,1.3185654008439E-5,0,0,0,0,0,0,0,0,0,0,2,2.6371308016878E-5,0,0,2,2.6371308016878E-5,0,0,,,0,0,0,0,1,1.3185654008439E-5,0,0,0,0,0,0,1,1.3185654008439E-5,0,0,24,0.00031645569620253,1,1.3185654008439E-5,0,0,0,0,21,0.00027689873417722,1,1.3185654008439E-5,1,1.3185654008439E-5,0,0,265,0.0034941983122363,Plastic Other: Balloon strings (9); shotgun shell (1) Metal Other: small tea pot,4747_11-09-2015,3160.0
Accumulation,Mission-Aransas NERR and University of Texas Marine Science Institute,11-09-2015,Year 1,United States,TX,Aransas,4750,199,San Jose Island Mile 10,27.962867,-96.95545,27.963283,-96.954533,,41.86,100.0,10:30 AM,12:30 PM,07:30 AM,Fall,Fall,11-09-2015,0,Hurricane Patricia near Cuixmala and full moon = king tides,"Slight breeze, 5 mph NE, 40% cloud cover, low 70s.",2,yes,yes,1.0,"Katie and Hunter. No evidence of cow poo, washed away. Increased amount of sand deposition, vegetation line moved up to dunes in some areas. Walked trimble along entire area, shape tile available. Lots of microplastic along dune line.",Yes,1188,N/a,471,N/a,52,N/a,419,N/a,12,N/a,23,N/a,18,N/a,84,N/a,2,N/a,0,N/a,2,N/a,0,N/a,0,N/a,18,N/a,1,N/a,2,N/a,5,N/a,9,N/a,11,N/a,15,N/a,3,N/a,41,N/a,10,N/a,3,N/a,0,N/a,7,N/a,0,N/a,4,N/a,2,N/a,0,N/a,2,N/a,0,N/a,19,N/a,1,N/a,5,N/a,0,N/a,,,12,N/a,1,N/a,1,N/a,0,N/a,1,N/a,0,N/a,0,N/a,0,N/a,44,N/a,3,N/a,0,N/a,0,N/a,38,N/a,3,N/a,0,N/a,0,N/a,1266,N/a,"Plastic Other: Balloon string (31), Shotgun shells (8), Onion sacs (2) Rubber Other: Tennis ball (1)",4750_11-09-2015,4186.0
Accumulation,Mission-Aransas NERR and University of Texas Marine Science Institute,11-09-2015,Year 1,United States,TX,Aransas,4751,200,San Jose Island Mile 16,28.013933,-96.90465,28.014233,-96.9036,,39.68,100.0,01:30 PM,03:30 PM,07:30 AM,Fall,Fall,10-16-2015,24,Hurricane Patricia near Cuixmala and full moon = king tides,"10-15 mph, 10% clouds, mid 70s.",2,yes,yes,1.0,Katie and Hunter. No photos- dead battery.,No,580,0.0060903897849462,241,0.0025306619623656,45,0.00047253024193548,145,0.0015225974462366,16,0.00016801075268817,26,0.00027301747311828,11,0.00011550739247312,40,0.00042002688172043,0,0,0,0,1,1.0500672043011E-5,0,0,0,0,3,3.1502016129032E-5,1,1.0500672043011E-5,2,2.1001344086022E-5,8,8.4005376344086E-5,4,4.2002688172043E-5,5,5.2503360215054E-5,3,3.1502016129032E-5,0,0,29,0.00030451948924731,6,6.3004032258065E-5,4,4.2002688172043E-5,0,0,2,2.1001344086022E-5,0,0,6,6.3004032258065E-5,1,1.0500672043011E-5,0,0,5,5.2503360215054E-5,0,0,15,0.00015751008064516,0,0,9,9.4506048387097E-5,0,0,,,6,6.3004032258065E-5,0,0,3,3.1502016129032E-5,0,0,0,0,0,0,3,3.1502016129032E-5,0,0,33,0.00034652217741935,1,1.0500672043011E-5,0,0,1,1.0500672043011E-5,31,0.00032552083333333,0,0,0,0,0,0,643,0.0067519321236559,"Plastic Other: Balloon string (22), Shotgun shells (4), Onion sac (3),",4751_11-09-2015,3968.0
Accumulation,Humboldt State Marine Debirs Program,06-11-2016,Year 4,United States,CA,Humboldt,4759,23,Arcata,40.930544,-124.13526100000001,40.933467,-124.134425,,400.0,340.0,11:00 AM,01:00 PM,12:00 PM,Summer,Spring,04-16-2016,56,none,0% clouds and 3kt winds,3,no,no,2.0,,No,298,3.9128151260504E-5,100,1.313025210084E-5,36,4.7268907563025E-6,69,9.0598739495798E-6,8,1.0504201680672E-6,12,1.5756302521008E-6,1,1.313025210084E-7,15,1.9695378151261E-6,0,0,21,2.7573529411765E-6,2,2.6260504201681E-7,0,0,4,5.2521008403361E-7,24,3.1512605042017E-6,1,1.313025210084E-7,2,2.6260504201681E-7,0,0,0,0,0,0,0,0,3,3.9390756302521E-7,0,0,340,4.4642857142857E-5,0,0,0,0,0,0,340,4.4642857142857E-5,244,3.203781512605E-5,0,0,0,0,244,3.203781512605E-5,0,0,3,3.9390756302521E-7,0,0,0,0,0,0,0.0,0,3,3.9390756302521E-7,0,0,15,1.9695378151261E-6,0,0,3,3.9390756302521E-7,0,0,12,1.5756302521008E-6,0,0,4,5.2521008403361E-7,0,0,0,0,4,5.2521008403361E-7,0,0,0,0,0,0,0,0,904,0.0001186974789916,Other in metal are nails.,4759_06-11-2016,136000.0
Accumulation,Humboldt State Marine Debirs Program,06-12-2016,Year 4,United States,CA,Humboldt,4760,26,North Jetty,40.764628,-124.232386,40.769469,-124.22746699999999,,200.0,698.71,10:00 AM,12:00 PM,01:00 PM,Summer,Spring,05-15-2016,28,none,10% clouds low wind,3,no,no,2.0,,No,279,7.1304874084282E-5,124,3.169105514857E-5,48,1.2267505218801E-5,67,1.7123392701243E-5,2,5.1114605078338E-7,4,1.0222921015668E-6,0,0,4,1.0222921015668E-6,0,0,6,1.5334381523501E-6,1,2.5557302539169E-7,0,0,0,0,13,3.322449330092E-6,0,0,3,7.6671907617507E-7,0,0,0,0,0,0,0,0,7,1.7890111777418E-6,0,0,16,4.0891684062671E-6,0,0,0,0,16,4.0891684062671E-6,0,0,5,1.2778651269585E-6,0,0,0,0,5,1.2778651269585E-6,0,0,2,5.1114605078338E-7,0,0,0,0,0,0,0.0,0,2,5.1114605078338E-7,0,0,35,8.9450558887092E-6,0,0,15,3.8335953808754E-6,20,5.1114605078338E-6,0,0,0,0,3,7.6671907617507E-7,1,2.5557302539169E-7,0,0,2,5.1114605078338E-7,0,0,0,0,0,0,0,0,340,8.6894828633175E-5,,4760_06-12-2016,139742.0
Accumulation,Sharkastics,04-27-2014,Year 2,United States,HI,Maui,4761,48,Ka\'ehu,20.9101,-156.488,20.9104,-156.4887,,5.0,100.0,09:00 AM,12:00 PM,07:00 AM,Spring,spring,03-23-2014,35,none,20% cloudy,10,yes,no,1.0,"Others periodically remove items here, but no known organized cleanups have been undertaken.",No,4715,0.26942857142857,1690,0.096571428571429,458,0.026171428571429,113,0.0064571428571429,160,0.0091428571428571,27,0.0015428571428571,51,0.0029142857142857,306,0.017485714285714,2,0.00011428571428571,38,0.0021714285714286,8,0.00045714285714286,1,5.7142857142857E-5,90,0.0051428571428571,1570,0.089714285714286,19,0.0010857142857143,34,0.0019428571428571,14,0.0008,24,0.0013714285714286,45,0.0025714285714286,3,0.00017142857142857,21,0.0012,41,0.0023428571428571,69,0.0039428571428571,38,0.0021714285714286,0,0,18,0.0010285714285714,13,0.00074285714285714,62,0.0035428571428571,2,0.00011428571428571,0,0,48,0.0027428571428571,12,0.00068571428571429,77,0.0044,11,0.00062857142857143,0,0,1,5.7142857142857E-5,,,58,0.0033142857142857,7,0.0004,40,0.0022857142857143,0,0,32,0.0018285714285714,0,0,8,0.00045714285714286,0,0,85,0.0048571428571429,9,0.00051428571428571,0,0,2,0.00011428571428571,22,0.0012571428571429,36,0.0020571428571429,16,0.00091428571428571,0,0,5048,0.28845714285714,marine debris,4761_04-27-2014,500.0
Accumulation,Philadelphia Wooden Boat Factory,07-11-2016,Year 1,United States,NJ,Pennsauken Township,4765,250,Palmyra,40.001999999999995,-75.05,40.001,-75.051,,20.0,100.0,11:00 AM,11:30 AM,02:30 PM,Summer,summer,07-11-2016,0,none,sunny,5,no,yes,2.0,,No,115,N/a,0,N/a,0,N/a,0,N/a,32,N/a,51,N/a,15,N/a,8,N/a,0,N/a,0,N/a,0,N/a,0,N/a,4,N/a,0,N/a,0,N/a,0,N/a,0,N/a,2,N/a,2,N/a,1,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0.0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,0,N/a,7,N/a,122,N/a,,4765_07-11-2016,2000.0
Accumulation,Sharkastics,09-28-2014,Year 3,United States,HI,Maui,4768,48,Ka\'ehu,20.9101,-156.488,20.9104,-156.4887,,5.0,100.0,09:00 AM,12:00 PM,01:30 PM,Fall,fall,08-24-2014,35,none,"50% cloud cover, light rain",13,no,no,1.0,"Others periodically remove debris from here, but no known organized cleanups were undertaken.",No,3073,0.1756,958,0.054742857142857,162,0.0092571428571429,106,0.0060571428571429,118,0.0067428571428571,18,0.0010285714285714,41,0.0023428571428571,240,0.013714285714286,1,5.7142857142857E-5,6,0.00034285714285714,12,0.00068571428571429,3,0.00017142857142857,66,0.0037714285714286,610,0.034857142857143,13,0.00074285714285714,26,0.0014857142857143,19,0.0010857142857143,26,0.0014857142857143,50,0.0028571428571429,1,5.7142857142857E-5,12,0.00068571428571429,585,0.033428571428571,73,0.0041714285714286,23,0.0013142857142857,0,0,41,0.0023428571428571,9,0.00051428571428571,44,0.0025142857142857,5,0.00028571428571429,1,5.7142857142857E-5,33,0.0018857142857143,5,0.00028571428571429,110,0.0062857142857143,26,0.0014857142857143,0,0,4,0.00022857142857143,,,60,0.0034285714285714,20,0.0011428571428571,0,0,0,0,0,0,0,0,0,0,0,0,122,0.0069714285714286,23,0.0013142857142857,0,0,16,0.00091428571428571,0,0,7,0.0004,76,0.0043428571428571,0,0,3422,0.19554285714286,marine debris,4768_09-28-2014,500.0
Accumulation,Sharkastics,10-26-2014,Year 3,United States,HI,Maui,4769,48,Ka\'ehu,20.9101,-156.488,20.9104,-156.4887,,5.0,100.0,09:00 AM,12:00 PM,12:30 PM,Fall,fall,09-28-2014,28,none,20% cloudy,11,no,no,1.0,"Others periodically remove debris from here, but no known organized cleanups were undertaken.",No,6486,0.46328571428571,139,0.0099285714285714,234,0.016714285714286,1377,0.098357142857143,137,0.0097857142857143,14,0.001,17,0.0012142857142857,238,0.017,0,0,3,0.00021428571428571,8,0.00057142857142857,0,0,50,0.0035714285714286,3650,0.26071428571429,5,0.00035714285714286,21,0.0015,17,0.0012142857142857,22,0.0015714285714286,51,0.0036428571428571,1,7.1428571428571E-5,3,0.00021428571428571,499,0.035642857142857,124,0.0088571428571429,52,0.0037142857142857,1,7.1428571428571E-5,61,0.0043571428571429,10,0.00071428571428571,16,0.0011428571428571,0,0,0,0,14,0.001,2,0.00014285714285714,148,0.010571428571429,32,0.0022857142857143,1,7.1428571428571E-5,4,0.00028571428571429,,,74,0.0052857142857143,37,0.0026428571428571,12,0.00085714285714286,1,7.1428571428571E-5,7,0.0005,0,0,4,0.00028571428571429,0,0,218,0.015571428571429,38,0.0027142857142857,0,0,31,0.0022142857142857,0,0,56,0.004,93,0.0066428571428571,0,0,7004,0.50028571428571,marine debris,4769_10-26-2014,500.0
Accumulation,Sharkastics,11-23-2014,Year 3,United States,HI,Maui,4770,48,Ka\'ehu,20.9101,-156.488,20.9104,-156.4887,,5.0,100.0,09:00 AM,12:00 PM,11:30 AM,Fall,winter,10-26-2014,28,none,10% cloud cover,6,no,no,1.0,"Others periodically remove debris from here, but no known organized cleanups were undertaken.",No,2865,0.20464285714286,645,0.046071428571429,231,0.0165,118,0.0084285714285714,144,0.010285714285714,19,0.0013571428571429,15,0.0010714285714286,124,0.0088571428571429,5,0.00035714285714286,12,0.00085714285714286,4,0.00028571428571429,2,0.00014285714285714,54,0.0038571428571429,1009,0.072071428571429,13,0.00092857142857143,96,0.0068571428571429,20,0.0014285714285714,12,0.00085714285714286,16,0.0011428571428571,2,0.00014285714285714,16,0.0011428571428571,308,0.022,87,0.0062142857142857,34,0.0024285714285714,0,0,38,0.0027142857142857,15,0.0010714285714286,21,0.0015,6,0.00042857142857143,0,0,10,0.00071428571428571,5,0.00035714285714286,101,0.0072142857142857,22,0.0015714285714286,0,0,2,0.00014285714285714,,,66,0.0047142857142857,11,0.00078571428571429,17,0.0012142857142857,0,0,3,0.00021428571428571,1,7.1428571428571E-5,13,0.00092857142857143,0,0,247,0.017642857142857,24,0.0017142857142857,3,0.00021428571428571,3,0.00021428571428571,22,0.0015714285714286,103,0.0073571428571429,92,0.0065714285714286,0,0,3338,0.23842857142857,marine debris,4770_11-23-2014,500.0
